Date,NOAA_id,Latitude,Longitude,Area,Class,Time
19960227,07946,390,316,0000,N,99:99
19960227,07948,754,231,0040,N,99:99
19960228,07948,857,208,0010,N,99:99
19960228,07946,48,327,0,N,99:99
19960229,07949,-81,-63,0000,N,99:99
19960229,07946,717,284,0,N,99:99
19960229,07948,923,177,0,N,99:99
19960301,07946,864,160,0000,N,99:99
19960301,07949,332,-86,0020,N,99:99
19960307,07950,913,171,0010,N,99:99
19960307,07951,197,84,0010,N,99:99
19960312,07952,-370,59,0030,N,99:99
19960313,07952,-131,68,0080,N,99:99
19960314,07952,82,51,0080,N,99:99
19960315,07952,292,46,0060,N,99:99
19960316,07952,441,-11,0060,N,99:99
19960317,07952,680,15,0040,N,99:99
19960318,07952,833,-11,0020,N,99:99
19960319,07952,910,-51,0000,N,99:99
19960320,07952,941,-61,0010,N,99:99
19960322,07953,-163,226,0010,N,99:99
19960323,07953,65,243,0060,N,99:99
19960324,07953,259,222,0110,N,99:99
19960325,07953,484,210,0100,N,99:99
19960326,07953,653,194,0090,N,99:99
19960327,07953,779,176,0080,N,99:99
19960327,07954,596,119,0040,N,99:99
19960328,07953,892,148,0070,N,99:99
19960328,07954,756,82,0030,N,99:99
19960329,07953,933,138,0060,N,99:99
19960329,07954,871,42,0010,N,99:99
19960330,07953,935,128,0030,N,99:99
19960330,07954,927,37,0000,N,99:99
19960402,07955,793,90,0010,N,99:99
19960403,07955,888,52,0010,N,99:99
19960404,07955,939,10,0020,N,99:99
19960405,07955,944,14,0010,N,99:99
19960413,07956,-336,217,0010,N,99:99
19960414,07956,-115,189,0010,N,99:99
19960417,07956,539,186,0000,N,99:99
19960418,07956,722,137,0010,N,99:99
19960419,07956,847,119,0010,N,99:99
19960419,07957,830,-125,0010,N,99:99
19960420,07956,915,85,0000,N,99:99
19960420,07957,910,-128,0020,N,99:99
19960421,07957,932,-148,0000,N,99:99
19960421,07958,876,-85,0040,N,99:99
19960422,07958,932,-106,0140,N,99:99
19960423,07958,939,-99,0140,N,99:99
19960424,07958,935,-132,0030,N,99:99
19960425,07959,887,139,0000,N,99:99
19960506,07961,32,253,0000,N,99:99
19960507,07961,254,265,0010,N,99:99
19960507,07962,-841,-40,0040,N,99:99
19960508,07961,413,307,0000,N,99:99
19960508,07962,-753,-49,0110,N,99:99
19960509,07962,-195,-64,0,N,99:99
19960510,07962,-412,-70,0130,N,99:99
19960511,07962,-228,-51,0120,N,99:99
19960511,07963,-416,438,0010,N,99:99
19960512,07962,0,-68,0140,N,99:99
19960512,07963,-193,441,0000,N,99:99
19960512,07964,-195,-69,0000,N,99:99
19960513,07962,243,-72,0110,N,99:99
19960513,07964,0,-53,0000,N,99:99
19960514,07962,457,-61,0100,N,99:99
19960514,07964,227,-73,0000,N,99:99
19960515,07962,642,-68,0090,N,99:99
19960515,07964,426,-95,0000,N,99:99
19960516,07962,789,-77,0030,N,99:99
19960516,07964,617,-85,0000,N,99:99
19960517,07962,885,-69,0030,N,99:99
19960518,07962,934,-95,0020,N,99:99
19960523,07965,-469,-567,0000,N,99:99
19960602,07967,-187,548,0000,N,99:99
19960603,07967,0,547,0000,N,99:99
19960604,07968,-430,35,0000,N,99:99
19960605,07968,-229,33,0010,N,99:99
19960605,07969,684,148,0000,N,99:99
19960606,07968,33,48,0020,N,99:99
19960606,07969,795,130,0010,N,99:99
19960607,07968,245,46,0050,N,99:99
19960607,07970,932,-147,0010,N,99:99
19960608,07968,459,28,0080,N,99:99
19960609,07968,645,44,0090,N,99:99
19960610,07968,784,27,0090,N,99:99
19960610,07971,456,-123,0010,N,99:99
19960611,07968,888,29,0060,N,99:99
19960612,07968,938,48,0040,N,99:99
19960613,07968,943,49,0000,N,99:99
19960619,07972,-159,421,0000,N,99:99
19960620,07972,58,419,0010,N,99:99
19960620,07973,-775,131,0070,N,99:99
19960621,07972,232,403,0000,N,99:99
19960621,07973,-659,142,0100,N,99:99
19960622,07972,405,419,0000,N,99:99
19960622,07973,-479,152,0090,N,99:99
19960622,07974,-32,115,0000,N,99:99
19960623,07973,-288,131,0090,N,99:99
19960623,07975,-730,93,0010,N,99:99
19960624,07973,-65,128,0100,N,99:99
19960624,07976,-699,173,0010,N,99:99
19960625,07973,146,110,0070,N,99:99
19960625,07976,-568,183,0030,N,99:99
19960626,07973,334,127,0080,N,99:99
19960626,07976,-375,176,0010,N,99:99
19960627,07973,537,113,0070,N,99:99
19960627,07976,-176,172,0010,N,99:99
19960628,07973,708,102,0070,N,99:99
19960628,07976,48,169,0020,N,99:99
19960629,07973,827,110,0280,N,99:99
19960629,07976,254,169,0040,N,99:99
19960630,07973,906,136,0070,N,99:99
19960630,07976,361,169,0010,N,99:99
19960701,07973,939,98,0070,N,99:99
19960701,07976,632,161,0010,N,99:99
19960702,07973,935,132,0050,N,99:99
19960703,07977,-33,12,0010,N,99:99
19960704,07977,261,-3,0010,N,99:99
19960705,07978,-225,-235,0010,N,99:99
19960706,07978,-16,-206,0010,N,99:99
19960708,07978,394,-219,0030,N,99:99
19960709,07978,574,-213,0250,N,99:99
19960710,07978,735,-203,0400,N,99:99
19960711,07978,841,-207,0420,N,99:99
19960712,07978,910,-192,0390,N,99:99
19960713,07978,923,-195,0300,N,99:99
19960714,07978,929,-162,0020,N,99:99
19960720,07979,-368,-587,0010,N,99:99
19960727,07980,257,77,0000,N,99:99
19960728,07981,-788,-227,0200,N,99:99
19960729,07981,-671,-227,0340,N,99:99
19960730,07981,-508,-242,0360,N,99:99
19960731,07981,-304,-253,0400,N,99:99
19960801,07981,-130,-242,0410,N,99:99
19960802,07981,81,-244,0300,N,99:99
19960803,07981,305,-240,0320,N,99:99
19960804,07981,510,-230,0290,N,99:99
19960805,07981,684,-215,0220,N,99:99
19960806,07981,809,-197,0220,N,99:99
19960807,07981,895,-191,0140,N,99:99
19960808,07981,926,-184,0130,N,99:99
19960808,07982,-129,78,0010,N,99:99
19960809,07981,926,-177,0120,N,99:99
19960809,07982,81,43,0000,N,99:99
19960810,07982,319,65,0020,N,99:99
19960811,07982,523,59,0030,N,99:99
19960811,07983,0,316,0010,N,99:99
19960812,07982,695,75,0090,N,99:99
19960813,07982,815,111,0080,N,99:99
19960814,07982,898,117,0050,N,99:99
19960815,07982,932,144,0010,N,99:99
19960815,07984,-142,376,0010,N,99:99
19960816,07982,935,132,0000,N,99:99
19960816,07984,43,359,0020,N,99:99
19960820,07985,438,64,0010,N,99:99
19960821,07985,636,80,0010,N,99:99
19960822,07985,782,101,0000,N,99:99
19960823,07985,869,122,0020,N,99:99
19960824,07985,917,181,0020,N,99:99
19960824,07986,-835,-259,0050,N,99:99
19960825,07985,930,164,0010,N,99:99
19960825,07986,-709,-268,0090,C,12:10
19960826,07986,-595,-283,0100,N,99:99
19960826,07986,-595,-283,0100,C,12:10
19960827,07986,-449,-296,0130,N,99:99
19960828,07986,-177,-308,0060,N,99:99
19960829,07986,32,-311,0050,N,99:99
19960830,07986,224,-308,0100,N,99:99
19960831,07986,392,-300,0060,N,99:99
19960901,07986,605,-298,0050,N,99:99
19960901,07987,-477,194,0000,N,99:99
19960902,07986,776,-258,0030,N,99:99
19960903,07986,869,-234,0030,N,99:99
19960904,07986,922,-191,0020,N,99:99
19960905,07986,929,-160,0000,N,99:99
19960908,07988,177,-517,0020,N,99:99
19960909,07988,376,-494,0010,N,99:99
19960913,07989,14,352,0000,N,99:99
19961021,07990,-190,161,0000,N,99:99
19961026,07991,56,418,0010,N,99:99
19961027,07991,253,407,0000,N,99:99
19961027,07992,617,-269,0020,N,99:99
19961028,07992,749,-286,0010,N,99:99
19961110,07993,-736,-50,0000,N,99:99
19961111,07993,-570,-74,0000,N,99:99
19961111,07994,-302,-245,0010,N,99:99
19961112,07993,-385,-78,0010,N,99:99
19961112,07994,-81,-229,0010,N,99:99
19961113,07995,-703,0,0030,N,99:99
19961114,07995,-543,-21,0020,N,99:99
19961115,07995,-324,-41,0010,N,99:99
19961115,07996,-261,466,0000,N,99:99
19961116,07995,-82,-42,0010,N,99:99
19961116,07996,-98,466,0010,N,99:99
19961117,07995,148,-40,0010,N,99:99
19961117,07996,113,453,0010,N,99:99
19961117,07997,-551,99,0010,N,99:99
19961117,07998,-487,-262,0010,N,99:99
19961118,07995,355,-35,0010,N,99:99
19961118,07997,-351,96,0010,N,99:99
19961118,07998,-283,-280,0000,N,99:99
19961119,07995,557,-46,0000,N,99:99
19961119,07997,-130,96,0010,N,99:99
19961120,07997,114,97,0010,N,99:99
19961121,07997,336,101,0000,N,99:99
19961122,07997,511,106,0000,N,99:99
19961122,07999,-691,-86,0020,N,99:99
19961123,07997,606,60,0040,N,99:99
19961123,07999,-515,-89,0080,N,99:99
19961124,07997,763,67,0170,N,99:99
19961124,07999,-308,-91,0170,C,21:05
19961124,07999,-308,-91,0170,C,20:00
19961124,07999,-308,-91,0170,C,19:25
19961124,07999,-308,-91,0170,C,17:31
