Date,NOAA_id,Latitude,Longitude,Area,Class,Time
20220619,13035,202,-316,0020,N,99:99
20220619,13037,872,-341,0030,N,99:99
20220619,13038,-79,220,0080,N,99:99
20220619,13039,911,208,0020,N,99:99
20220620,13030,854,283,0230,C,16:05
20220620,13030,854,283,0230,C,15:19
20220620,13030,854,283,0230,C,04:58
20220620,13030,854,283,0230,C,01:00
20220620,13030,854,283,0230,C,03:11
20220620,13031,853,-400,0110,N,99:99
20220620,13032,784,310,0160,N,99:99
20220620,13034,430,-8,0100,N,99:99
20220620,13034,430,-8,0100,C,02:38
20220620,13035,394,-316,0030,N,99:99
20220620,13037,892,-306,0030,N,99:99
20220620,13038,127,218,0140,C,11:05
20220620,13038,127,218,0140,C,06:05
20220620,13038,127,218,0140,C,03:41
20220620,13038,127,218,0140,C,02:12
20220620,13038,127,218,0140,C,21:54
20220620,13038,127,218,0140,C,19:53
20220620,13033,609,240,0,N,99:99
20220620,13039,919,212,0,N,99:99
20220621,13030,895,289,0230,N,99:99
20220621,13031,847,-412,0030,N,99:99
20220621,13032,861,316,0140,C,07:13
20220621,13032,861,316,0140,C,23:41
20220621,13032,861,316,0140,C,16:05
20220621,13032,861,316,0140,C,15:19
20220621,13032,861,316,0140,C,04:58
20220621,13032,861,316,0140,C,01:00
20220621,13034,608,-6,0100,N,99:99
20220621,13035,578,-314,0020,N,99:99
20220621,13038,328,218,0280,N,99:99
20220621,13033,753,244,0,N,99:99
20220621,13039,919,212,0,N,99:99
20220622,13030,897,291,0220,N,99:99
20220622,13032,886,321,0100,N,99:99
20220622,13032,886,321,0100,C,07:13
20220622,13034,765,-18,0060,N,99:99
20220622,13035,727,-309,0010,N,99:99
20220622,13038,527,203,0430,N,99:99
20220622,13040,-745,-230,0060,N,99:99
20220622,13033,853,249,0,N,99:99
20220623,13032,886,323,0050,N,99:99
20220623,13034,869,3,0050,N,99:99
20220623,13035,801,-306,0050,N,99:99
20220623,13038,679,222,0480,N,99:99
20220623,13040,-605,-237,0140,N,99:99
20220623,13033,902,256,0,N,99:99
20220624,13034,932,10,0050,N,99:99
20220624,13035,889,-281,0030,N,99:99
20220624,13038,794,243,0500,N,99:99
20220624,13040,-420,-227,0130,N,99:99
20220624,13033,906,260,0,N,99:99
20220625,13034,943,17,0080,N,99:99
20220625,13035,901,-274,0010,N,99:99
20220625,13035,901,-274,0010,C,18:37
20220625,13038,876,250,0580,N,99:99
20220625,13040,-207,-248,0160,N,99:99
20220626,13038,906,259,0500,N,99:99
20220626,13040,-32,-235,0130,N,99:99
20220626,13034,942,17,0,N,99:99
20220627,13038,906,260,0190,N,99:99
20220627,13038,906,260,0190,C,03:10
20220627,13040,191,-268,0150,N,99:99
20220628,13040,389,-250,0160,N,99:99
20220628,13041,904,238,0020,N,99:99
20220629,13040,582,-230,0120,N,99:99
20220629,13041,910,244,0020,N,99:99
20220629,13042,549,111,0020,N,99:99
20220629,13043,-112,-256,0010,N,99:99
20220629,13044,31,-350,0010,N,99:99
20220630,13040,738,-223,0030,N,99:99
20220630,13042,707,101,0030,N,99:99
20220630,13043,80,-274,0010,N,99:99
20220630,13044,198,-381,0010,N,99:99
20220701,13040,827,-233,0070,N,99:99
20220701,13042,841,-54,0010,N,99:99
20220701,13045,-376,-240,0010,N,99:99
20220701,13043,299,-273,0,N,99:99
20220701,13044,401,-379,0,N,99:99
20220702,13040,892,-223,0120,N,99:99
20220702,13045,32,-230,0010,N,99:99
20220702,13046,-692,245,0080,N,99:99
20220702,13042,915,-45,0,N,99:99
20220702,13043,500,-269,0,N,99:99
20220702,13044,579,-374,0,N,99:99
20220703,13040,918,-210,0120,C,19:32
20220703,13046,-519,235,0130,N,99:99
20220703,13047,155,-356,0050,N,99:99
20220703,13048,-351,-179,0020,N,99:99
20220703,13042,942,-32,0,N,99:99
20220703,13043,671,-263,0,N,99:99
20220703,13044,723,-366,0,N,99:99
20220703,13045,224,-246,0,N,99:99
20220704,13046,-339,228,0160,N,99:99
20220704,13047,335,-355,0030,N,99:99
20220704,13049,-531,-239,0010,N,99:99
20220704,13040,918,-210,0,N,99:99
20220704,13042,942,-31,0,N,99:99
20220704,13043,765,-272,0,N,99:99
20220704,13044,823,-355,0,N,99:99
20220704,13045,420,-243,0,N,99:99
20220704,13045,420,-243,0,C,19:32
20220704,13048,-130,-184,0,N,99:99
20220705,13045,550,-287,0020,N,99:99
20220705,13046,-109,239,0070,N,99:99
20220705,13047,510,-366,0030,N,99:99
20220705,13049,-331,-247,0010,N,99:99
20220705,13050,-248,241,0020,N,99:99
20220705,13051,-146,380,0030,N,99:99
20220705,13043,862,-261,0,N,99:99
20220705,13044,874,-343,0,N,99:99
20220705,13048,98,-186,0,N,99:99
20220706,13045,650,-359,0001,N,99:99
20220706,13046,78,237,0070,N,99:99
20220706,13047,670,-358,0010,N,99:99
20220706,13049,-112,-252,0010,N,99:99
20220706,13051,14,377,0030,N,99:99
20220706,13052,-611,203,0030,N,99:99
20220706,13053,-778,198,0180,N,99:99
20220706,13043,907,-248,0,N,99:99
20220706,13044,880,-336,0,N,99:99
20220706,13048,320,-185,0,N,99:99
20220706,13050,-31,237,0,N,99:99
20220707,13046,296,206,0240,N,99:99
20220707,13046,296,206,0240,C,04:36
20220707,13046,296,206,0240,C,03:50
20220707,13047,761,-351,0030,N,99:99
20220707,13048,515,-260,0010,N,99:99
20220707,13051,204,377,0030,N,99:99
20220707,13052,-401,193,0030,N,99:99
20220707,13053,-646,203,0240,N,99:99
20220707,13054,579,296,0010,N,99:99
20220707,13043,910,-242,0,N,99:99
20220707,13045,776,-349,0,N,99:99
20220707,13049,112,-254,0,N,99:99
20220707,13050,187,236,0,N,99:99
20220708,13046,482,210,0090,N,99:99
20220708,13051,366,395,0030,N,99:99
20220708,13052,-221,187,0060,N,99:99
20220708,13053,-500,178,0680,N,99:99
20220708,13054,714,304,0010,N,99:99
20220708,13055,-647,-332,0130,N,99:99
20220708,13047,848,-339,0,N,99:99
20220708,13048,685,-252,0,N,99:99
20220708,13049,332,-252,0,N,99:99
20220708,13050,394,239,0,N,99:99
20220709,13046,639,233,0060,N,99:99
20220709,13051,525,400,0080,N,99:99
20220709,13052,0,184,0020,N,99:99
20220709,13053,-327,188,0700,N,99:99
20220709,13055,-479,-327,0230,N,99:99
20220709,13047,885,-325,0,C,13:29
20220709,13048,813,-240,0,N,99:99
20220709,13049,531,-246,0,N,99:99
20220709,13050,578,246,0,N,99:99
20220709,13054,817,315,0,N,99:99
20220710,13046,758,242,0040,N,99:99
20220710,13051,658,408,0100,N,99:99
20220710,13052,236,184,0020,N,99:99
20220710,13053,-95,182,0650,N,99:99
20220710,13055,-294,-334,0450,N,99:99
20220710,13047,886,-320,0,N,99:99
20220710,13048,892,-227,0,N,99:99
20220710,13049,698,-237,0,N,99:99
20220710,13050,727,255,0,N,99:99
20220710,13054,872,329,0,N,99:99
20220711,13046,844,269,0030,N,99:99
20220711,13051,743,416,0060,N,99:99
20220711,13052,443,188,0020,N,99:99
20220711,13053,111,181,0420,N,99:99
20220711,13055,-94,-339,0630,N,99:99
20220711,13056,-710,-284,0060,N,99:99
20220711,13048,919,-211,0,N,99:99
20220711,13049,823,-225,0,N,99:99
20220711,13050,833,267,0,N,99:99
20220711,13054,880,338,0,N,99:99
20220712,13046,902,252,0010,N,99:99
20220712,13051,823,398,0010,N,99:99
20220712,13052,614,179,0010,N,99:99
20220712,13053,311,199,0410,C,13:39
20220712,13053,311,199,0410,C,12:04
20220712,13053,311,199,0410,C,09:09
20220712,13053,311,199,0410,C,01:49
20220712,13053,311,199,0410,C,22:58
20220712,13053,311,199,0410,C,21:36
20220712,13055,142,-324,0960,C,09:34
20220712,13056,-581,-325,0200,N,99:99
20220712,13057,-731,237,0220,N,99:99
20220712,13048,931,-146,0,N,99:99
20220712,13049,899,-210,0,N,99:99
20220712,13050,889,282,0,N,99:99
20220713,13052,766,207,0010,N,99:99
20220713,13053,498,188,0250,N,99:99
20220713,13055,355,-321,0800,N,99:99
20220713,13056,-355,-321,0140,N,99:99
20220713,13057,-620,211,0380,N,99:99
20220713,13046,906,260,0,N,99:99
20220713,13049,922,-194,0,N,99:99
20220713,13050,897,291,0,N,99:99
20220713,13051,832,439,0,N,99:99
20220714,13053,679,198,0280,N,99:99
20220714,13055,519,-331,0820,N,99:99
20220714,13056,-141,-343,0170,N,99:99
20220714,13057,-471,185,0250,N,99:99
20220714,13051,832,442,0,N,99:99
20220714,13052,857,220,0,N,99:99
20220715,13053,802,227,0270,N,99:99
20220715,13053,802,227,0270,C,16:45
20220715,13053,802,227,0270,C,12:20
20220715,13055,613,-386,0860,N,99:99
20220715,13056,31,-345,0130,C,18:38
20220715,13056,31,-345,0130,C,07:55
20220715,13056,31,-345,0130,C,07:30
20220715,13057,-282,177,0320,N,99:99
20220715,13058,-766,205,0230,N,99:99
20220715,13052,906,236,0,N,99:99
20220716,13053,872,257,0300,N,99:99
20220716,13055,793,-324,0930,N,99:99
20220716,13056,233,-359,0250,C,05:00
20220716,13056,233,-359,0250,C,02:40
20220716,13056,233,-359,0250,C,18:38
20220716,13056,233,-359,0250,C,07:55
20220716,13056,233,-359,0250,C,05:25
20220716,13057,-31,189,0230,N,99:99
20220716,13057,-31,189,0230,C,09:39
20220716,13058,-614,174,0220,N,99:99
20220716,13059,-787,-154,0180,N,99:99
20220716,13052,911,244,0,N,99:99
20220717,13053,911,244,0110,C,02:09
20220717,13053,911,244,0110,C,01:28
20220717,13053,911,244,0110,C,13:34
20220717,13055,830,-289,0590,N,99:99
20220717,13056,452,-338,0200,N,99:99
20220717,13056,452,-338,0200,C,22:14
20220717,13056,452,-338,0200,M,15:33
20220717,13057,158,188,0320,N,99:99
20220717,13058,-370,193,0060,N,99:99
20220717,13059,-611,-220,0180,N,99:99
20220717,13060,-640,159,0050,N,99:99
20220718,13053,902,276,0060,N,99:99
20220718,13055,899,-281,0490,N,99:99
20220718,13056,617,-329,0140,N,99:99
20220718,13057,357,175,0360,N,99:99
20220718,13058,-192,138,0310,N,99:99
20220718,13059,-423,-231,0200,N,99:99
20220718,13060,-303,92,0060,N,99:99
20220718,13061,699,342,0040,N,99:99
20220719,13055,902,-273,0100,N,99:99
20220719,13056,753,-302,0090,N,99:99
20220719,13057,519,214,0240,N,99:99
20220719,13058,-32,152,0080,N,99:99
20220719,13059,-241,-238,0120,N,99:99
20220719,13060,-128,136,0040,N,99:99
20220719,13061,801,339,0070,N,99:99
